priority,description,id,my_mothod,result
3,"Hi,  It seems that at least a few of those nice default key bindings found in Navigator 4.x don't work in Mozilla, at least not with my system. I don't know if it's meant to be so are they going to be added or did someone just forget it. But anyway, if it would be possible to have following shortcut bindings, that I use very often, to Mozilla, I'd be very glad.  ALT-{1,2,3}: Open a browser/mail/composer window BACKSPACE: Scroll up by a page (like the PGUP)  System: Linux 2.3/XFree86 3.3.6/Finnish keyboard and kb layout.  Regards, Tuomas Jormola <tj@sgic.fi>",33297,"Hi,  It seems that at least a few of those nice default key bindings found in Navigator 4.x don't work in Mozilla, at least not with my system. I don't know if it's meant to be so are they going to be added or did someone just forget it. But anyway, if it would be possible to have following shortcut bindings, that I use very often, to Mozilla, I'd be very glad.  ALT-{1,2,3}: Open a browser/mail/composer window BACKSPACE: Scroll up by a page (like the PGUP)  System: Linux 2.3/XFree86 3.3.6/Finnish keyboard and kb layout.  Regards, Tuomas Jormola <tj@sgic.fi> Some Netscape Navigator keybindings in Mozilla trivial UI Design SeaMonkey","['hi', 'seem', 'least', 'thos', 'nic', 'default', 'key', 'bind', 'found', 'navig', 'x', 'work', 'mozill', 'least', 'system', 'know', 'meant', 'ar', 'going', 'ad', 'someon', 'forget', 'anyway', 'would', 'poss', 'hav', 'follow', 'shortcut', 'bind', 'us', 'oft', 'mozill', 'glad', 'alt', 'op', 'brows', 'mail', 'compos', 'window', 'backspac', 'scroll', 'pag', 'lik', 'pgup', 'system', 'linux', 'xfree', 'fin', 'keyboard', 'kb', 'layout', 'regard', 'fi', 'som', 'netscap', 'navig', 'keybind', 'mozill', 'triv', 'ui', 'design', 'seamonkey']"
3,"linux build ID 2000032508 won't ""display"" after start: [..snipped..] *** Failed to load overlay chrome://global/content/PSMTaskMenu.xul *** Failed to load overlay chrome://navigator/content/NavSecurityOverlay.xul WEBSHELL+ = 3  Then nothing more happens - A handfull of mozilla-bin processes are left hanging and have to be killed. (I don't have PSM installed as it only hangs the machine.)",33316,"linux build ID 2000032508 won't ""display"" after start: [..snipped..] *** Failed to load overlay chrome://global/content/PSMTaskMenu.xul *** Failed to load overlay chrome://navigator/content/NavSecurityOverlay.xul WEBSHELL+ = 3  Then nothing more happens - A handfull of mozilla-bin processes are left hanging and have to be killed. (I don't have PSM installed as it only hangs the machine.) Files missing from Linux package 20000325 blocker Build Config SeaMonkey","['linux', 'build', 'id', 'display', 'aft', 'start', 'snip', 'fail', 'load', 'overlay', 'chrome', 'glob', 'cont', 'psmtaskmenu', 'xul', 'fail', 'load', 'overlay', 'chrome', 'navig', 'cont', 'navsecurityoverlay', 'xul', 'webshel', 'noth', 'mor', 'hap', 'mozill', 'bin', 'process', 'ar', 'left', 'hang', 'hav', 'kil', 'hav', 'psm', 'instal', 'hang', 'machin', 'fil', 'miss', 'linux', 'pack', 'block', 'build', 'config', 'seamonkey']"
2,"Build: 2000032508, MacOS 8.6  To reproduce: * Start the Mac installer. * Select `About Mozilla Installer ...' from the Apple menu.  What should happen: * The About box should appear as an app-modal, movable dialog.  What actually happens: * The About box appears as a system-modal, non-movable alert (with a red border,   which implies an error).",33372,"Build: 2000032508, MacOS 8.6  To reproduce: * Start the Mac installer. * Select `About Mozilla Installer ...' from the Apple menu.  What should happen: * The About box should appear as an app-modal, movable dialog.  What actually happens: * The About box appears as a system-modal, non-movable alert (with a red border,   which implies an error). [Mac] About box in installer uses the wrong kind of dialog minor Installer SeaMonkey","['build', 'maco', 'reproduc', 'start', 'mac', 'instal', 'select', 'mozill', 'instal', 'appl', 'menu', 'hap', 'box', 'appear', 'ap', 'mod', 'mov', 'dialog', 'act', 'hap', 'box', 'appear', 'system', 'mod', 'non', 'mov', 'alert', 'red', 'bord', 'imply', 'er', 'mac', 'box', 'instal', 'us', 'wrong', 'kind', 'dialog', 'min', 'instal', 'seamonkey']"
3,"From Bugzilla Helper: User-Agent: Mozilla/4.7 [en] (X11; I; Linux 2.2.14-15mdk i686) BuildID:    Nightly build 3/25/2000  Load halts with message ""*** Failed to load overlay chrome://global/content/PSMTaskMenu.xul *** Failed to load overlay chrome://navigator/content/NavSecurityOverlay.xul WEBSHELL+ = 3  ""  Reproducible: Always Steps to Reproduce: 1.Download 2.Try to start 3.  Actual Results:  Mozilla never starts.",33377,"From Bugzilla Helper: User-Agent: Mozilla/4.7 [en] (X11; I; Linux 2.2.14-15mdk i686) BuildID:    Nightly build 3/25/2000  Load halts with message ""*** Failed to load overlay chrome://global/content/PSMTaskMenu.xul *** Failed to load overlay chrome://navigator/content/NavSecurityOverlay.xul WEBSHELL+ = 3  ""  Reproducible: Always Steps to Reproduce: 1.Download 2.Try to start 3.  Actual Results:  Mozilla never starts. Nightly build won't load blocker General SeaMonkey","['bugzill', 'help', 'us', 'ag', 'mozill', 'en', 'x', 'linux', 'mdk', 'buildid', 'night', 'build', 'load', 'halt', 'mess', 'fail', 'load', 'overlay', 'chrome', 'glob', 'cont', 'psmtaskmenu', 'xul', 'fail', 'load', 'overlay', 'chrome', 'navig', 'cont', 'navsecurityoverlay', 'xul', 'webshel', 'reproduc', 'alway', 'step', 'reproduc', 'download', 'try', 'start', 'act', 'result', 'mozill', 'nev', 'start', 'night', 'build', 'load', 'block', 'gen', 'seamonkey']"
3,"From Bugzilla Helper: User-Agent: Mozilla/5.0 (Windows; N; Win98; en-US; m14) BuildID:    2000032308  when trying to log in to ebay, results is an input error message. Error does not occour in Netscape 4.72, or ie 5.X. When you try to view source or save as the form is submitted and you receive the error page again. (not using a local cached version of page). Need to look at page source code to track down error. This error occours on most login pages. NOTE!!!! the real block is the lack of the ability to view source code of the page as its was first recieved.  In this case the problem could be buggy cgi code ebay is using. Or if they are checkin browser version. Which is another problem in its self.   Reproducible: Always Steps to Reproduce: 1.Go to page 2.type in user name and password and add comments 3.click sumbit page   Actual Results:  returns input error page  Expected Results:  You should have had comments added to discution board. and form the reloaded  I have been try to track down the problem since M13 but no llick. error occours with install and full circle install. With both Installs tried both with deleting old version (including config files in C:\windows) or installing over the top of exsisting version and running from BIN directory. Most of the login's on ebay appear to be using the same script form as this one. This is a big blocker considering that its now the most visited site. Unless some one has another technique to capture script to view, as it is first displayed its hard in find compatibility problems with exsisting sites.",33379,"From Bugzilla Helper: User-Agent: Mozilla/5.0 (Windows; N; Win98; en-US; m14) BuildID:    2000032308  when trying to log in to ebay, results is an input error message. Error does not occour in Netscape 4.72, or ie 5.X. When you try to view source or save as the form is submitted and you receive the error page again. (not using a local cached version of page). Need to look at page source code to track down error. This error occours on most login pages. NOTE!!!! the real block is the lack of the ability to view source code of the page as its was first recieved.  In this case the problem could be buggy cgi code ebay is using. Or if they are checkin browser version. Which is another problem in its self.   Reproducible: Always Steps to Reproduce: 1.Go to page 2.type in user name and password and add comments 3.click sumbit page   Actual Results:  returns input error page  Expected Results:  You should have had comments added to discution board. and form the reloaded  I have been try to track down the problem since M13 but no llick. error occours with install and full circle install. With both Installs tried both with deleting old version (including config files in C:\windows) or installing over the top of exsisting version and running from BIN directory. Most of the login's on ebay appear to be using the same script form as this one. This is a big blocker considering that its now the most visited site. Unless some one has another technique to capture script to view, as it is first displayed its hard in find compatibility problems with exsisting sites. Input error when submitting login form for ebay blocker General SeaMonkey","['bugzill', 'help', 'us', 'ag', 'mozill', 'window', 'n', 'win', 'en', 'us', 'buildid', 'try', 'log', 'ebay', 'result', 'input', 'er', 'mess', 'er', 'doe', 'occo', 'netscap', 'ie', 'x', 'try', 'view', 'sourc', 'sav', 'form', 'submit', 'receiv', 'er', 'pag', 'us', 'loc', 'cach', 'vert', 'pag', 'nee', 'look', 'pag', 'sourc', 'cod', 'track', 'er', 'thi', 'er', 'occo', 'login', 'pag', 'real', 'block', 'lack', 'abl', 'view', 'sourc', 'cod', 'pag', 'first', 'reciev', 'thi', 'cas', 'problem', 'could', 'buggy', 'cgi', 'cod', 'ebay', 'us', 'ar', 'checkin', 'brows', 'vert', 'anoth', 'problem', 'self', 'reproduc', 'alway', 'step', 'reproduc', 'go', 'pag', 'typ', 'us', 'nam', 'password', 'ad', 'com', 'click', 'pag', 'act', 'result', 'return', 'input', 'er', 'pag', 'expect', 'result', 'hav', 'com', 'ad', 'board', 'form', 'reload', 'hav', 'try', 'track', 'problem', 'sint', 'er', 'occo', 'instal', 'ful', 'circ', 'instal', 'instal', 'tri', 'delet', 'old', 'vert', 'includ', 'config', 'fil', 'c', 'window', 'instal', 'ov', 'top', 'vert', 'run', 'bin', 'direct', 'login', 'ebay', 'appear', 'us', 'sam', 'script', 'form', 'thi', 'thi', 'big', 'block', 'consid', 'visit', 'sit', 'unless', 'som', 'anoth', 'techn', 'capt', 'script', 'view', 'first', 'display', 'hard', 'find', 'compat', 'problem', 'sit', 'input', 'er', 'submit', 'login', 'form', 'ebay', 'block', 'gen', 'seamonkey']"
3,"From Bugzilla Helper: User-Agent: Mozilla/4.72 [en] (X11; U; Linux 2.2.14-15mdk i686) BuildID:    20000326  Then i try to run mozilla, the shell script begins, but halts at WEBSHELL += 3, right after i get the error messages ***failed to load overlay chrome://global/content/PSMTaskMenu.xul ***failed to load overlay chrome://navigator/content/NavSecurityOverlay.xul  Reproducible: Always Steps to Reproduce: 1.type ./mozilla 2. 3.  Actual Results:  browser stops after producing 'WEBSHELL += 3' in the command prompt  Expected Results:  load the gui  i tied using a different skin on the last build i had, but i deleted that build as well as my mozillaregistry and my user profile (~/.mozilla).  anything associated  with that skin should be gone",33380,"From Bugzilla Helper: User-Agent: Mozilla/4.72 [en] (X11; U; Linux 2.2.14-15mdk i686) BuildID:    20000326  Then i try to run mozilla, the shell script begins, but halts at WEBSHELL += 3, right after i get the error messages ***failed to load overlay chrome://global/content/PSMTaskMenu.xul ***failed to load overlay chrome://navigator/content/NavSecurityOverlay.xul  Reproducible: Always Steps to Reproduce: 1.type ./mozilla 2. 3.  Actual Results:  browser stops after producing 'WEBSHELL += 3' in the command prompt  Expected Results:  load the gui  i tied using a different skin on the last build i had, but i deleted that build as well as my mozillaregistry and my user profile (~/.mozilla).  anything associated  with that skin should be gone chrome won't initialize blocker General SeaMonkey","['bugzill', 'help', 'us', 'ag', 'mozill', 'en', 'x', 'u', 'linux', 'mdk', 'buildid', 'try', 'run', 'mozill', 'shel', 'script', 'begin', 'halt', 'webshel', 'right', 'aft', 'get', 'er', 'mess', 'fail', 'load', 'overlay', 'chrome', 'glob', 'cont', 'psmtaskmenu', 'xul', 'fail', 'load', 'overlay', 'chrome', 'navig', 'cont', 'navsecurityoverlay', 'xul', 'reproduc', 'alway', 'step', 'reproduc', 'typ', 'mozill', 'act', 'result', 'brows', 'stop', 'aft', 'produc', 'webshel', 'command', 'prompt', 'expect', 'result', 'load', 'gui', 'tied', 'us', 'diff', 'skin', 'last', 'build', 'delet', 'build', 'wel', 'us', 'profil', 'mozill', 'anyth', 'assocy', 'skin', 'gon', 'chrome', 'init', 'block', 'gen', 'seamonkey']"
1,"From Bugzilla Helper: User-Agent: Mozilla/4.71 [en] (X11; I; Linux 2.3.47 i586; Nav) BuildID:    2000032309  Script below generates HTML file with JavaScript script, which creates table with $j*$i elements. When $j equals to 25 (at $i=256) then mozilla grows to about 48MB. Increasing $j to ie. 255 causes mozilla to exhaust system memory (if limits are unlimited of course).  The same thing is with netscape.  I know about this bug from my friend Robert Kurowski.  --------------------------------------- #!/usr/bin/perl  $j=256;  print <<END; <html> <head> <title>JavaScript Test</title> <script type=""text/javascript""><!-- END  while ($j--) {         $i=256;          while ($i--) {                 print ""x[$j][$i]='"".$i*$j.""';\n"";         } }  print <<END; </script> </head> <body> <p> OK! </p> </body> </html> END -------------------------------------   Reproducible: Always Steps to Reproduce: Look at description field.  Actual Results:  Memory system exhausted.  Expected Results:  Show ""OK"" string.",33390,"From Bugzilla Helper: User-Agent: Mozilla/4.71 [en] (X11; I; Linux 2.3.47 i586; Nav) BuildID:    2000032309  Script below generates HTML file with JavaScript script, which creates table with $j*$i elements. When $j equals to 25 (at $i=256) then mozilla grows to about 48MB. Increasing $j to ie. 255 causes mozilla to exhaust system memory (if limits are unlimited of course).  The same thing is with netscape.  I know about this bug from my friend Robert Kurowski.  --------------------------------------- #!/usr/bin/perl  $j=256;  print <<END; <html> <head> <title>JavaScript Test</title> <script type=""text/javascript""><!-- END  while ($j--) {         $i=256;          while ($i--) {                 print ""x[$j][$i]='"".$i*$j.""';\n"";         } }  print <<END; </script> </head> <body> <p> OK! </p> </body> </html> END -------------------------------------   Reproducible: Always Steps to Reproduce: Look at description field.  Actual Results:  Memory system exhausted.  Expected Results:  Show ""OK"" string. memory exhausted with javascript array critical JavaScript Engine Core","['bugzill', 'help', 'us', 'ag', 'mozill', 'en', 'x', 'linux', 'nav', 'buildid', 'script', 'gen', 'html', 'fil', 'javascrib', 'script', 'cre', 'tabl', 'j', 'el', 'j', 'eq', 'mozill', 'grow', 'mb', 'increas', 'j', 'ie', 'caus', 'mozill', 'exhaust', 'system', 'mem', 'limit', 'ar', 'cours', 'sam', 'thing', 'netscap', 'know', 'thi', 'bug', 'friend', 'robert', 'usr', 'bin', 'perl', 'j', 'print', 'end', 'html', 'head', 'titl', 'javascrib', 'test', 'titl', 'script', 'typ', 'text', 'javascrib', 'end', 'whil', 'j', 'whil', 'print', 'x', 'j', 'j', 'n', 'print', 'end', 'script', 'head', 'body', 'p', 'ok', 'p', 'body', 'html', 'end', 'reproduc', 'alway', 'step', 'reproduc', 'look', 'describ', 'field', 'act', 'result', 'mem', 'system', 'exhaust', 'expect', 'result', 'show', 'ok', 'string', 'mem', 'exhaust', 'javascrib', 'array', 'crit', 'javascrib', 'engin', 'cor']"
1,"From Bugzilla Helper: User-Agent: Mozilla/4.0 (compatible; MSIE 5.0; Mac_PowerPC) BuildID:    200003240  It doesn't use the display manager to get the screen width, it uses the grey region. When it tries to position a  window on the screen, it does it relative to the space that all monitors take up, rather than a single monitor.    For example, a JavaScript that tries to calculate teh center of the screen will do so by getting the width and the  height, and calculating the center. Under Netscape 4.x and IE, this will be a good calculation, resulting in a  centered window on the parent window's screen. Under Mozilla, the window will be centered across the two  screens.    Also, this makes the default window position wrong. it appears on the second monitor rather than the main  monitor. In my case, the second monitor's top doesn't align with the main monitor's top, so the title bar isn't  even accesable on the second monitor (you can only see the bottom half of the window).  Reproducible: Always Steps to Reproduce: 1. Run a dual monitor system.  2. Use Mozilla. Try using JavaScripts that get width and height; bad values will be returned. Also try opening  preference dialogs and such, they get centered wrong.  3.  Actual Results:  Windows appear centered wrongly; JavaScript's don't get screen coordinates properly.    A JavaScript that tries to make the browser window the full size of the screen would try and make a window  that spans all visible screens.  Expected Results:  Mozilla should be placing windows on the main screen (or the screen of a parent window,  as the case may be). Also, calculations for screen height and width should be based on the parent screen of a  window, not the combined width/height of all screens (the grey region bounding box).",33438,"From Bugzilla Helper: User-Agent: Mozilla/4.0 (compatible; MSIE 5.0; Mac_PowerPC) BuildID:    200003240  It doesn't use the display manager to get the screen width, it uses the grey region. When it tries to position a  window on the screen, it does it relative to the space that all monitors take up, rather than a single monitor.    For example, a JavaScript that tries to calculate teh center of the screen will do so by getting the width and the  height, and calculating the center. Under Netscape 4.x and IE, this will be a good calculation, resulting in a  centered window on the parent window's screen. Under Mozilla, the window will be centered across the two  screens.    Also, this makes the default window position wrong. it appears on the second monitor rather than the main  monitor. In my case, the second monitor's top doesn't align with the main monitor's top, so the title bar isn't  even accesable on the second monitor (you can only see the bottom half of the window).  Reproducible: Always Steps to Reproduce: 1. Run a dual monitor system.  2. Use Mozilla. Try using JavaScripts that get width and height; bad values will be returned. Also try opening  preference dialogs and such, they get centered wrong.  3.  Actual Results:  Windows appear centered wrongly; JavaScript's don't get screen coordinates properly.    A JavaScript that tries to make the browser window the full size of the screen would try and make a window  that spans all visible screens.  Expected Results:  Mozilla should be placing windows on the main screen (or the screen of a parent window,  as the case may be). Also, calculations for screen height and width should be based on the parent screen of a  window, not the combined width/height of all screens (the grey region bounding box). Multiple monitors: JS GetWidth/GetHeight return incorrect values major XUL Core","['bugzill', 'help', 'us', 'ag', 'mozill', 'compat', 'msi', 'mac', 'powerpc', 'buildid', 'us', 'display', 'man', 'get', 'screen', 'wid', 'us', 'grey', 'reg', 'tri', 'posit', 'window', 'screen', 'doe', 'rel', 'spac', 'al', 'monit', 'tak', 'rath', 'singl', 'monit', 'exampl', 'javascrib', 'tri', 'calc', 'teh', 'cent', 'screen', 'wil', 'get', 'wid', 'height', 'calc', 'cent', 'und', 'netscap', 'x', 'ie', 'thi', 'wil', 'good', 'calc', 'result', 'cent', 'window', 'par', 'window', 'screen', 'und', 'mozill', 'window', 'wil', 'cent', 'across', 'two', 'screens', 'also', 'thi', 'mak', 'default', 'window', 'posit', 'wrong', 'appear', 'second', 'monit', 'rath', 'main', 'monit', 'cas', 'second', 'monit', 'top', 'align', 'main', 'monit', 'top', 'titl', 'bar', 'ev', 'second', 'monit', 'see', 'bottom', 'half', 'window', 'reproduc', 'alway', 'step', 'reproduc', 'run', 'dual', 'monit', 'system', 'us', 'mozill', 'try', 'us', 'javascrib', 'get', 'wid', 'height', 'bad', 'valu', 'wil', 'return', 'also', 'try', 'op', 'pref', 'dialog', 'get', 'cent', 'wrong', 'act', 'result', 'window', 'appear', 'cent', 'wrong', 'javascrib', 'get', 'screen', 'coordin', 'prop', 'javascrib', 'tri', 'mak', 'brows', 'window', 'ful', 'siz', 'screen', 'would', 'try', 'mak', 'window', 'span', 'al', 'vis', 'screens', 'expect', 'result', 'mozill', 'plac', 'window', 'main', 'screen', 'screen', 'par', 'window', 'cas', 'may', 'also', 'calc', 'screen', 'height', 'wid', 'bas', 'par', 'screen', 'window', 'combin', 'wid', 'height', 'al', 'screens', 'grey', 'reg', 'bound', 'box', 'multipl', 'monit', 'js', 'getwid', 'return', 'incorrect', 'valu', 'maj', 'xul', 'cor']"
1,"From Bugzilla Helper: User-Agent: Mozilla/4.7 [en] (Win95; U) BuildID:    20000327  In the Search sidebar panel, there are several search engines, and you choose  the ones you want with checkboxes. These checkboxes now depress, but do not  check themselves.  Reproducible: Always Steps to Reproduce: 1. Open sidebar search panel 2. Click checkbox 3. Observe  This is a regression between 20000324 and 20000327. We can't be more specific as  the nightly build system broke over the weekend.  Major because it's a regression.",33453,"From Bugzilla Helper: User-Agent: Mozilla/4.7 [en] (Win95; U) BuildID:    20000327  In the Search sidebar panel, there are several search engines, and you choose  the ones you want with checkboxes. These checkboxes now depress, but do not  check themselves.  Reproducible: Always Steps to Reproduce: 1. Open sidebar search panel 2. Click checkbox 3. Observe  This is a regression between 20000324 and 20000327. We can't be more specific as  the nightly build system broke over the weekend.  Major because it's a regression. Checkboxes in Search sidebar no longer check critical Search SeaMonkey","['bugzill', 'help', 'us', 'ag', 'mozill', 'en', 'win', 'u', 'buildid', 'search', 'sideb', 'panel', 'ther', 'ar', 'sev', 'search', 'engin', 'choos', 'want', 'checkbox', 'thes', 'checkbox', 'depress', 'check', 'themselv', 'reproduc', 'alway', 'step', 'reproduc', 'op', 'sideb', 'search', 'panel', 'click', 'checkbox', 'observ', 'thi', 'regress', 'mor', 'spec', 'night', 'build', 'system', 'brok', 'ov', 'weekend', 'maj', 'becaus', 'regress', 'checkbox', 'search', 'sideb', 'long', 'check', 'crit', 'search', 'seamonkey']"
1,Overview Description:   Spell checker does not work for win32/mac  Steps to Reproduce: 1) start netscape commercial tip build  2) click on composer icon in bottom toolbar 3) select 'Debug->Insert Text' from the menu 4) click on the 'Spell' icon  Actual Results:   Nothing apparently happens (except for console message below)  Expected Results:   Check the spelling ...  Reproducibility: always  Build Date & Platform Bug Found:   win98 2000032709 (with the re-addition of netscape.xul).   macos 2000032710  Additional Builds and Platforms Tested On:   WORKS CORRECTLY for linux 2000032711  Additional Information:   Console messages on win98 are :  Check Spelling starting... *** Exception error from Spell Checker,33461,Overview Description:   Spell checker does not work for win32/mac  Steps to Reproduce: 1) start netscape commercial tip build  2) click on composer icon in bottom toolbar 3) select 'Debug->Insert Text' from the menu 4) click on the 'Spell' icon  Actual Results:   Nothing apparently happens (except for console message below)  Expected Results:   Check the spelling ...  Reproducibility: always  Build Date & Platform Bug Found:   win98 2000032709 (with the re-addition of netscape.xul).   macos 2000032710  Additional Builds and Platforms Tested On:   WORKS CORRECTLY for linux 2000032711  Additional Information:   Console messages on win98 are :  Check Spelling starting... *** Exception error from Spell Checker Spell checker does not work for win32 (Exception error from Spell Checker) critical DOM: Editor Core,"['overview', 'describ', 'spel', 'check', 'doe', 'work', 'win', 'mac', 'step', 'reproduc', 'start', 'netscap', 'commerc', 'tip', 'build', 'click', 'compos', 'icon', 'bottom', 'toolb', 'select', 'debug', 'insert', 'text', 'menu', 'click', 'spel', 'icon', 'act', 'result', 'noth', 'app', 'hap', 'exceiv', 'consol', 'mess', 'expect', 'result', 'check', 'spel', 'reproduc', 'alway', 'build', 'dat', 'platform', 'bug', 'found', 'win', 'addit', 'netscap', 'xul', 'maco', 'addit', 'build', 'platform', 'test', 'work', 'correct', 'linux', 'addit', 'inform', 'consol', 'mess', 'win', 'ar', 'check', 'spel', 'start', 'exceiv', 'er', 'spel', 'check', 'spel', 'check', 'doe', 'work', 'win', 'exceiv', 'er', 'spel', 'check', 'crit', 'dom', 'edit', 'cor']"
1,"If I try to use the popup menu to hide some columns in the thread pane, I start  to hit a whole load of assertions:  ###!!! ASSERTION: bad arg, col index out of bounds: 'numCols > aColIndex', file  nsTableFrame.cpp, line 3696 ###!!! ASSERTION: invalid number of columns: 'colX < numCols', file  nsTableFrame.cpp, line 1482 ###!!! ASSERTION: nsCellMap::GetNumCellsOriginatingInCol - bad col index:  'PR_FALSE', file nsCellMap.cpp, line 400  and the settings don't seem to stick.",33524,"If I try to use the popup menu to hide some columns in the thread pane, I start  to hit a whole load of assertions:  ###!!! ASSERTION: bad arg, col index out of bounds: 'numCols > aColIndex', file  nsTableFrame.cpp, line 3696 ###!!! ASSERTION: invalid number of columns: 'colX < numCols', file  nsTableFrame.cpp, line 1482 ###!!! ASSERTION: nsCellMap::GetNumCellsOriginatingInCol - bad col index:  'PR_FALSE', file nsCellMap.cpp, line 400  and the settings don't seem to stick. Can no longer customize which columns are visible in the thread pane critical MailNews: Message Display SeaMonkey","['try', 'us', 'popup', 'menu', 'hid', 'som', 'column', 'thread', 'pan', 'start', 'hit', 'whol', 'load', 'assert', 'assert', 'bad', 'arg', 'col', 'index', 'bound', 'fil', 'nstableframe', 'cpp', 'lin', 'assert', 'invalid', 'numb', 'column', 'colx', 'fil', 'nstableframe', 'cpp', 'lin', 'assert', 'bad', 'col', 'index', 'pr', 'fals', 'fil', 'cpp', 'lin', 'set', 'seem', 'stick', 'long', 'custom', 'column', 'ar', 'vis', 'thread', 'pan', 'crit', 'mailnew', 'mess', 'display', 'seamonkey']"
1,I don't know if this is mailnews or editor so I'll start with mailnews.  1.  Make sure you have a compose window that has a scrollbar in the body. 2.  Scroll to top. 3.  Select text with the mouse and drag cursor below the window.  The result is that it just selects the text visible in the window.  The expected result is that it would scroll the text down so you could keep selecting text that is below the current view.  The same happens when you repeat this trying to scroll up.,33586,I don't know if this is mailnews or editor so I'll start with mailnews.  1.  Make sure you have a compose window that has a scrollbar in the body. 2.  Scroll to top. 3.  Select text with the mouse and drag cursor below the window.  The result is that it just selects the text visible in the window.  The expected result is that it would scroll the text down so you could keep selecting text that is below the current view.  The same happens when you repeat this trying to scroll up. Can't scroll when selecting text with mouse in the compose window critical DOM: Editor Core,"['know', 'thi', 'mailnew', 'edit', 'start', 'mailnew', 'mak', 'sur', 'hav', 'compos', 'window', 'scrollbar', 'body', 'scroll', 'top', 'select', 'text', 'mous', 'drag', 'curs', 'window', 'result', 'select', 'text', 'vis', 'window', 'expect', 'result', 'would', 'scroll', 'text', 'could', 'keep', 'select', 'text', 'cur', 'view', 'sam', 'hap', 'rep', 'thi', 'try', 'scroll', 'scroll', 'select', 'text', 'mous', 'compos', 'window', 'crit', 'dom', 'edit', 'cor']"
1,"Overview Description:    On Mac OS the keyboard shortcuts do not work when Mozilla is running with no  windows open.    Steps to Reproduce:    1) Launch Mozilla.  2) Close the initial browser window.  3) Type a keyboard shortcut to perform an action, such as quitting the  application (Command Q) or opening a new browser window (Command N).    Actual Results:    The keyboard shortcuts have no effect.Nothing happens.    Expected Results:    Appropriate action for keyboard shortcut is performed.    Build ID and Platform:    2000032808 build on Mac OS 8.6",33735,"Overview Description:    On Mac OS the keyboard shortcuts do not work when Mozilla is running with no  windows open.    Steps to Reproduce:    1) Launch Mozilla.  2) Close the initial browser window.  3) Type a keyboard shortcut to perform an action, such as quitting the  application (Command Q) or opening a new browser window (Command N).    Actual Results:    The keyboard shortcuts have no effect.Nothing happens.    Expected Results:    Appropriate action for keyboard shortcut is performed.    Build ID and Platform:    2000032808 build on Mac OS 8.6 [Mac] Keyboard shortcuts broken when no browser windows open major DOM: UI Events & Focus Handling Core","['overview', 'describ', 'mac', 'os', 'keyboard', 'shortcut', 'work', 'mozill', 'run', 'window', 'op', 'step', 'reproduc', 'launch', 'mozill', 'clos', 'init', 'brows', 'window', 'typ', 'keyboard', 'shortcut', 'perform', 'act', 'quit', 'apply', 'command', 'q', 'op', 'new', 'brows', 'window', 'command', 'n', 'act', 'result', 'keyboard', 'shortcut', 'hav', 'effect', 'noth', 'hap', 'expect', 'result', 'appropry', 'act', 'keyboard', 'shortcut', 'perform', 'build', 'id', 'platform', 'build', 'mac', 'os', 'mac', 'keyboard', 'shortcut', 'brok', 'brows', 'window', 'op', 'maj', 'dom', 'ui', 'ev', 'foc', 'handl', 'cor']"
